number,miner,size,timestamp,totalDifficulty,baseFeePerGas,difficulty,gasLimit,gasUsed
13691573,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,18477,1637954084,35272192947698538392742,117411536372,10950494086076200,30058591,4556009
13691572,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,50633,1637954073,35272181997204452316542,123031056030,10950356647122728,30087972,9546839
13691571,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,88860,1637954056,35272171046847805193814,122503179986,10950219208169256,30058619,15547409
13691570,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,19789,1637954054,35272160096628597024558,136856384276,10944737659030711,30029295,2417015
13691569,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,92694,1637954043,35272149151890937993847,133267048443,10944600220077239,30000000,18232009
13691568,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,187882,1637954008,35272138207290717916608,118468149401,10955161180714307,29999943,29990198
13691567,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,48365,1637953994,35272127252129537202301,124720180684,10955023741760835,29970676,8975802
13691566,0x829BD824B016326A401d083B33D092293333A830,73687,1637953977,35272116297105795441466,124686653496,10954886302807363,29941438,15002923
13691565,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,16778,1637953963,35272105342219492634103,137966385275,10954748863853891,29970705,3446225
13691564,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,178065,1637953955,35272094387470628780212,126598489716,10943923999120029,30000000,25775385
13691563,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,134527,1637953894,35272083443546629660183,112540088744,10970570178767062,30000000,29990286
13691562,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,33187,1637953890,35272072472976450893121,122025606612,10965078697480836,29999972,5671935
13691561,0xCD458d7F11023556cC9058F729831a038Cb8Df9c,20775,1637953884,35272061507897753412285,134165676723,10959589896273325,29970705,4137676
13691560,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,161669,1637953873,35272050548307857138960,121896354572,10959452457319853,30000000,27078447
13691559,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,177059,1637953855,35272039588855399819107,108363265227,10959315018366381,30029295,30015639
13691558,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,161823,1637953809,35272028629540381452726,96328251140,10980624110879469,30000000,29992504
13691557,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,534,1637953808,35272017648916270573257,110089429874,10975127722842578,30000000,0
13691556,0x5B56F09e7D6272FC014f8526A5290700c5Bb302b,134272,1637953783,35272006673788547730679,97867639180,10980351783783531,29999971,29985668
13691555,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,14582,1637953781,35271995693436763947148,108536186645,10974855528653959,30029295,3207748
13691554,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,77503,1637953779,35271984718581235293189,109918311400,10969361955932942,30000000,13491107
13691553,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,101128,1637953763,35271973749219279360247,112022654157,10969224516979470,30000000,12745803
13691552,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,7637,1637953760,35271962779994762380777,126146214555,10963733692433990,30000000,1564581
13691551,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,81331,1637953742,35271951816261069946787,127662156201,10968952187165657,29999972,13575031
13691550,0x829BD824B016326A401d083B33D092293333A830,154426,1637953721,35271940847308882781130,114511141368,10974173231235249,29970705,28753276
13691549,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,6357,1637953718,35271929873135651545881,129534816015,10968679991504676,30000000,1082190
13691548,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,167856,1637953689,35271918904455660041205,117242325542,10979264490530236,30000000,27581624
13691547,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,45333,1637953675,35271907925191169510969,120786528409,10979127051576764,30000000,11478876
13691546,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,95664,1637953674,35271896946064117934205,119343951435,10968278403245124,30000000,16450507
13691545,0xc93452A74e596e81E4f73Ca1AcFF532089AD4c62,8093,1637953669,35271885977785714689081,134875814736,10962788040443780,29999886,1181183
13691544,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,56162,1637953667,35271875014997674245301,141204944995,10957300357175282,29970619,9611901
13691543,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,153336,1637953647,35271864057697317070019,125527135531,10962515709095391,29941381,29928898
13691542,0x5B56F09e7D6272FC014f8526A5290700c5Bb302b,103731,1637953641,35271853095181607974628,137705178106,10957028158736287,29912171,4374880
13691541,0x829BD824B016326A401d083B33D092293333A830,81179,1637953640,35271842138153449238341,140447966475,10951543286537436,29941409,12631818
13691540,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,6225,1637953636,35271831186610162700905,159146112392,10946061091191781,29970676,900267
13691539,0x829BD824B016326A401d083B33D092293333A830,74426,1637953631,35271820240549071509124,160176250594,10940581571392903,29941438,14200472
13691538,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,148768,1637953580,35271809299967500116221,142391669684,10961854003540095,29970705,29958599
13691537,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,12866,1637953576,35271798338113496576126,158407499525,10956366776121720,30000000,2867370
13691536,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,96511,1637953568,35271787381746720454406,161059248789,10945540332936866,30000000,13024268
13691535,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,192594,1637953529,35271776436206387517540,143183502085,10961459719744737,30000000,29981402
13691534,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,7706,1637953527,35271765474746667772803,160870819188,10955972684753788,29999829,1806310
13691533,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,40649,1637953511,35271754518773983019015,167608450489,10955835245800316,29970562,10166178
13691532,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,53465,1637953501,35271743562938737218699,176312192116,10955697806846844,29999857,9076095
13691531,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,535,1637953500,35271732607240930371855,201499648132,10950213583916851,29970590,0
13691530,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,158459,1637953479,35271721657027346455004,179125940865,10955425473808011,29941352,29929962
13691529,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,146127,1637953404,35271710701601872646993,159245479858,10992861291221017,29970619,29951629
13691528,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,40541,1637953392,35271699708740581425976,169063046119,10987358930914560,29941381,8015853
13691527,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,135826,1637953390,35271688721381650511416,156985564062,10981859255996247,29912171,24161102
13691526,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,545,1637953388,35271677739522394515169,179412073213,10976362265155493,29882990,0
13691525,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,44485,1637953385,35271666763160129359676,196386493531,10970867957082352,29912200,4614406
13691524,0x829BD824B016326A401d083B33D092293333A830,67785,1637953373,35271655792292172277324,201824315876,10970730518128880,29912200,11732361
13691523,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,12278,1637953371,35271644821561654148444,226012109995,10965238958590159,29912172,2151295
13691522,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,89663,1637953338,35271633856322695558285,226609249090,10975820093947181,29941410,14655110
13691521,0x829BD824B016326A401d083B33D092293333A830,152609,1637953310,35271622880502601611104,212788991041,10986411572545021,29912200,22727072
13691520,0x829BD824B016326A401d083B33D092293333A830,121998,1637953306,35271611894091029066083,196435562358,10980912359978279,29912200,24916965
13691519,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,56409,1637953300,35271600913178669087804,174615431333,10975415831263448,29912171,29907512
13691518,0x4069e799Da927C06b430e247b2ee16C03e8B837d,55245,1637953273,35271589937762837824356,155218596992,10986006914687600,29882990,29878762
13691517,0xbCC817f057950b0df41206C5D7125E6225Cae18e,54448,1637953254,35271578951755923136756,137976552352,10991236290329015,29912200,29907843
13691516,0x776BB566dC299C9e722773d2A04B401e831a6DC8,60030,1637953240,35271567960519632807741,122652538065,10991098851375543,29912200,29904832
13691515,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,89959,1637953226,35271556969420781432198,109036165541,10990961412422071,29941438,29926996
13691514,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,6827,1637953222,35271545978459369010127,120792506781,10985459979338063,29970705,3317548
13691513,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,209248,1637953200,35271534992999389672064,108886952570,10990689087790738,30000000,28120640
13691512,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,128725,1637953157,35271524002310301881326,96790201154,11006674707490817,29999914,29997405
13691511,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,132557,1637953149,35271512995635594390509,87331652065,11001165605643965,29970647,27969336
13691510,0xc365c3315cF926351CcAf13fA7D19c8C4058C8E1,64264,1637953142,35271501994469988746544,93942573299,10995659192475418,29941409,6542564
13691509,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,28800,1637953128,35271490998810796271126,100805084536,10995521753521946,29970676,6824079
13691508,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,81175,1637953126,35271480003289042749180,98285397269,10990018094795625,29941438,18041086
13691507,0x829BD824B016326A401d083B33D092293333A830,44675,1637953122,35271469013270947953555,104556156329,10984517122091132,29970705,7795376
13691506,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,15960,1637953115,35271458028753825862423,114806711866,10979018834097574,30000000,4285760
13691505,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,115481,1637953095,35271447049734991764849,105455773545,10984244795923361,30000000,25640599
13691504,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,98238,1637953051,35271436065490195841488,93748997225,11000220961894539,29999944,29984778
13691503,0x829BD824B016326A401d083B33D092293333A830,110420,1637953028,35271425065269233946949,84395888159,11005457281379240,29970677,28271246
13691502,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,27994,1637953021,35271414059811952567709,91271386365,10999948773688616,29999972,5960362
13691501,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,153706,1637953000,35271403059863178879093,88294340962,11005184960203993,29970705,19027475
13691500,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,31698,1637952995,35271392054678218675100,93914098807,10999676585417798,30000000,7819279
13691499,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,136804,1637952991,35271381055001633257302,83485901312,10994170898955071,30000000,29989162
13691498,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,112798,1637952956,35271370060830734302231,74219774049,11004780315778725,30000000,29981658
13691497,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,71227,1637952932,35271359056050418523506,73161552709,11004642876825253,29999971,16735684
13691496,0xc93452A74e596e81E4f73Ca1AcFF532089AD4c62,124489,1637952920,35271348051407541698253,71180236944,11004505437871781,30029295,18358132
13691495,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,22079,1637952919,35271337046902103826472,78434717568,10998997394721668,30000000,3901118
13691494,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,64358,1637952912,35271326047904709104804,79732731741,10993492039733171,29999943,13046427
13691493,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,69578,1637952908,35271315054412669371633,75998110470,10987989371594351,29970676,20876491
13691492,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,65485,1637952893,35271304066423297777282,73192734570,10987851932640879,29941438,19561174
13691491,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,27832,1637952887,35271293078571365136403,81342328611,10982352017116550,29970705,2974431
13691490,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,47995,1637952883,35271282096219348019853,82136781572,10976854785787206,30000000,13839322
13691489,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,539,1637952881,35271271119364562232647,93870607510,10971360237342844,29999943,0
13691488,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,33831,1637952878,35271260148004324889803,101372387328,10965868370474102,29970676,6113754
13691487,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,27022,1637952873,35271249182135954415701,90900792586,10960379183872255,29941438,28767501
13691486,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,69821,1637952864,35271238221756770543446,87877691418,10960241744918783,29970705,19109469
13691485,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,55987,1637952858,35271227261515025624663,89553228593,10954755304351858,30000000,12754805
13691484,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,52126,1637952849,35271216306759721272805,92261030641,10954617865398386,30000000,11478077
13691483,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,65424,1637952839,35271205352141855874419,93259791353,10954480426444914,29999685,13714722
13691482,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,76935,1637952823,35271194397661429429505,92635617743,10954342987491442,29970419,15792965
13691481,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,110110,1637952797,35271183443318441938063,82343517916,10959556894677949,29999714,29998490
13691480,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,10120,1637952794,35271172483761547260114,92095216846,10954070788347355,29970447,2291284
13691479,0x829BD824B016326A401d083B33D092293333A830,111911,1637952775,35271161529690758912759,83497688376,10959284562559195,29941209,27302461
13691478,0xbCC817f057950b0df41206C5D7125E6225Cae18e,29610,1637952767,35271150570406196353564,89157247454,10953798589138371,29970476,7375327
13691477,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,104518,1637952761,35271139616607607215193,82791500252,10948315293108187,29999771,24226482
13691476,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,117069,1637952745,35271128668292314107006,73609539435,10948177854154715,29970504,29939183
13691475,0x829BD824B016326A401d083B33D092293333A830,62300,1637952743,35271117720114459952291,75143286085,10942697301284601,29941266,12526113
13691474,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,17555,1637952741,35271106777417158667690,81929500708,10937219423159665,29970533,5055438
13691473,0xEEa5B82B61424dF8020f5feDD81767f2d0D25Bfb,57372,1637952732,35271095840197735508025,78650591177,10937081984206193,29941295,19963606
13691472,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,33162,1637952727,35271084903115751301832,83576029971,10931606846597156,29970562,7920185
13691471,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,19659,1637952725,35271073971508904704676,92063887384,10926134381090418,29941324,3928865
13691470,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,103061,1637952718,35271063045374523614258,86585711214,10920664586381877,29970591,22570111
13691469,0xD33F2F5b8286Ae74EeD26F0d32A93bEf6e61Fd24,18294,1637952708,35271052124709937232381,95173629278,10920527147428405,29941353,4163738
13691468,0x829BD824B016326A401d083B33D092293333A830,43228,1637952704,35271041204182789803976,98924867994,10915060089290710,29970620,10439357
13691467,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,32985,1637952703,35271030289122700513266,104499431396,10909595699312184,29999915,8598528
13691466,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,35892,1637952700,35271019379527001201082,112352006108,10904133976190651,29970648,6606417
13691465,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,116637,1637952663,35271008475393025010431,99878779758,10919992620176889,29941410,29927475
13691464,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,104378,1637952645,35270997555400404833542,91272948895,10925189746529339,29912200,26237398
13691463,0x829BD824B016326A401d083B33D092293333A830,14803,1637952643,35270986630210658304203,99616358419,10919720412843034,29912200,4934865
13691462,0x829BD824B016326A401d083B33D092293333A830,47788,1637952631,35270975710490245461169,101868818530,10919582973889562,29941438,12322533
13691461,0x829BD824B016326A401d083B33D092293333A830,48156,1637952623,35270964790907271571607,105913366633,10914116376549104,29970705,10407348
13691460,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,93942,1637952603,35270953876790895022503,98975708860,10919310632240280,30000000,23411346
13691459,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,10522,1637952601,35270942957480262782223,110085937032,10913844167814243,29999943,2889207
13691458,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,93087,1637952577,35270932043636094967980,105548954011,10919038290526066,29970676,20138452
13691457,0x829BD824B016326A401d083B33D092293333A830,100573,1637952557,35270921124597804441914,100756370406,10924234950669600,29941438,20667504
13691456,0x829BD824B016326A401d083B33D092293333A830,60705,1637952544,35270910200362853772314,104054252007,10924097511716128,29970705,11185802
13691455,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,60352,1637952537,35270899276265342056186,95080601129,10913302550740450,30000000,26325529
13691454,0x52bc44d5378309EE2abF1539BF71dE1b7d7bE3b5,32478,1637952527,35270888362962791315736,100793404125,10913165111786978,30000000,8198599
13691453,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,99086,1637952515,35270877449797679528758,96167323130,10913027672833506,30000000,20772540
13691452,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,37753,1637952513,35270866536770006695252,99302467534,10907564274761499,30000000,11211400
13691451,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,534,1637952511,35270855629205731933753,113488534324,10902103543062392,29999915,0
13691450,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,57664,1637952504,35270844727102188871361,115293813877,10896645476434880,29970648,13108193
13691449,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,170896,1637952470,35270833830456712436481,102497989284,10907159560489698,29941410,29922219
13691448,0x829BD824B016326A401d083B33D092293333A830,19837,1637952465,35270822923297151946783,111568892290,10901699026308537,29912200,5228275
13691447,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,73574,1637952448,35270812021598125638246,113347679967,10896241157102574,29941410,13091199
13691446,0x829BD824B016326A401d083B33D092293333A830,122725,1637952414,35270801125356968535672,101311502921,10901426680395388,29912200,29170815
13691445,0x03e75d7DD38CCE2e20FfEE35EC914C57780A8e29,125786,1637952390,35270790223930288140284,90478407525,10906614736918927,29912143,29281747
13691444,0xa1E00c5E3ADf957595Fdf64333a949589b7292C2,58352,1637952381,35270779317315551221357,92824575494,10906477297965455,29882962,11920279
13691443,0xab3B229eB4BcFF881275E7EA2F0FD24eeaC8C83a,41928,1637952376,35270768410838253255902,95905774456,10901017096757707,29912172,11112090
13691442,0x829BD824B016326A401d083B33D092293333A830,126440,1637952348,35270757509821156498195,86089608221,10911535454146173,29941410,28626702
13691441,0x829BD824B016326A401d083B33D092293333A830,116599,1637952341,35270746598285702352022,77207112214,10906072784340973,29912200,28721412
13691440,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,3861,1637952333,35270735692212918011049,87493319362,10900612780553247,29941438,890383
13691439,0x829BD824B016326A401d083B33D092293333A830,75027,1637952324,35270724791600137457802,90609691988,10900475341599775,29970705,10862178
13691438,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,141002,1637952311,35270713891124795858027,86993664748,10900337902646303,30000000,19987987
13691437,0x829BD824B016326A401d083B33D092293333A830,26627,1637952307,35270702990786893211724,94564761030,10894880697727144,29999858,5392468
13691436,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,12423,1637952303,35270692095906195484580,105082072982,10889426156158361,29970591,2986672
13691435,0xc3348B43d3881151224b490e4aa39E03d2B1cDEa,34812,1637952299,35270681206480039326219,94553661120,10883974276640124,29941353,28306379
13691434,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,78741,1637952281,35270670322505762686095,91937758913,10889153807319132,29912143,18360428
13691433,0xCd7B9E2B957c819000B1A8107130F786636C5ccc,116070,1637952267,35270659433351955366963,83437607143,10889016368365660,29882962,27118710
13691432,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,5261,1637952266,35270648544335587001303,94378641980,10883564688841465,29912172,1085570
13691431,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,81872,1637952256,35270637660770898159838,92093252086,10883427249887993,29941410,17942814
13691430,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,3232,1637952254,35270626777343648271845,104819798008,10877978298093655,29912200,429112
13691429,0x829BD824B016326A401d083B33D092293333A830,74488,1637952238,35270615899365350178190,104146594267,10877840859140183,29941438,15744885
13691428,0xbCC817f057950b0df41206C5D7125E6225Cae18e,78632,1637952228,35270605021524491038007,100129744379,10877703420186711,29970705,19794625
13691427,0x002e08000acbbaE2155Fab7AC01929564949070d,5081,1637952223,35270594143821070851296,112911545907,10872257261867093,30000000,1415772
13691426,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,110781,1637952206,35270583271563808984203,104077655107,10872119822913621,29999943,25185297
13691425,0x776BB566dC299C9e722773d2A04B401e831a6DC8,125107,1637952180,35270572399443986070582,92527713148,10877293562457442,29970676,29949917
13691424,0x45a36a8e118C37e4c47eF4Ab827A7C9e579E11E2,24063,1637952169,35270561522150423613140,100319324763,10877156123503970,29999971,5679822
13691423,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,125403,1637952142,35270550644994300109170,94313541878,10887651156382902,30029295,22663577
13691422,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,113944,1637952122,35270539757343143726268,84621430560,10892832483290411,30000000,28744194
13691421,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,20076,1637952118,35270528864510660435857,93240772060,10887378941338239,30029238,3910796
13691420,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,17598,1637952116,35270517977131719097618,86845710103,10881928060948757,29999943,23836400
13691419,0x6EBaF477F83E055589C1188bCC6DDCCD8C9B131a,59269,1637952101,35270507095203658148861,88168039059,10881790621995285,29970676,13187358
13691418,0x829BD824B016326A401d083B33D092293333A830,112670,1637952083,35270496213413036153576,80498465005,10886969085915795,29999971,26433097
13691417,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,23561,1637952078,35270485326443950237781,86953641946,10881518405553362,30029295,6097509
13691416,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,53252,1637952069,35270474444925544684419,87850277752,10881380966599890,30000000,13775231
13691415,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,46503,1637952059,35270463563544578084529,90605060435,10881243527646418,30000000,11351485
13691414,0x829BD824B016326A401d083B33D092293333A830,45742,1637952058,35270452682301050438111,93221085535,10875795641602320,29999886,11632445
13691413,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,170964,1637952032,35270441806505408835791,82872816796,10875658202648848,30029210,30013508
13691412,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,117149,1637952024,35270430930847206186943,80408313029,10870213042483226,29999915,18677930
13691411,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,22386,1637952018,35270420060634163703717,86638974693,10864770539789623,29970648,6363940
13691410,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,8707,1637952017,35270409195863623914094,96529341639,10859330693271078,29941410,2699554
13691409,0x829BD824B016326A401d083B33D092293333A830,119106,1637952008,35270398336532930643016,91889080835,10859193254317606,29912200,20998185
13691408,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,5486,1637952002,35270387477339676325410,103605156261,10853756129753903,29941410,1427139
13691407,0x829BD824B016326A401d083B33D092293333A830,85153,1637951979,35270376623583546571507,99397905204,10858920898270289,29912200,20020518
13691406,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,32830,1637951971,35270365764662648301218,106149039317,10853483906628034,29941410,7353548
13691405,0x829BD824B016326A401d083B33D092293333A830,77023,1637951955,35270354911178741673184,106085834933,10853346467674562,29912200,15027385
13691404,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,64334,1637951951,35270344057832273998622,108531503838,10847912196593847,29941410,12271884
13691403,0x829BD824B016326A401d083B33D092293333A830,149788,1637951936,35270333209920077404775,96487027189,10847774757640375,29912200,29891861
13691402,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,110963,1637951892,35270322362145319764400,85776706798,10863550723066394,29941410,29924979
13691401,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,30917,1637951886,35270311498594596698006,91515637717,10858111471870798,29912200,7452943
13691400,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,45273,1637951883,35270300640483124827208,96261007983,10852674875263389,29941410,9066629
13691399,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,5697,1637951880,35270289787808249563819,108534700335,10847240931948614,29912200,1425565
13691398,0x829BD824B016326A401d083B33D092293333A830,97920,1637951855,35270278940567317615205,100623108285,10852402517661969,29912200,24363606
13691397,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,95630,1637951839,35270268088164799953236,95200830717,10852265078708497,29912200,21770841
13691396,0xB7e390864a90b7b923C9f9310C6F98aafE43F707,135823,1637951811,35270257235899721244739,84635694087,10862735780165341,29941266,29920995
13691395,0x09ab1303d3CcAF5f018CD511146b07A240c70294,40725,1637951804,35270246373163941079398,89244790106,10857296926696881,29912057,8776730
13691394,0x7F101fE45e6649A6fB8F3F8B43ed03D353f2B90c,69494,1637951801,35270235515867014382517,89627716506,10846567137023661,29941295,14458961
13691393,0x829BD824B016326A401d083B33D092293333A830,127755,1637951768,35270224669299877358856,80890244117,10857032268645037,29970562,27934529
13691392,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,71799,1637951766,35270213812267608713819,83860136452,10851596198735152,29999857,10750169
13691391,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,17274,1637951759,35270202960671409978667,92152814846,10846162781860850,29970590,4197281
13691390,0x2DaA35962A6D43EB54C48367b33d0B379C930E5e,43024,1637951749,35270192114508628117817,96658258134,10840732016727336,29999885,9406513
13691389,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,69350,1637951732,35270181273776611390481,97570612914,10840594577773864,30029209,13891426
13691388,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,68580,1637951730,35270170433182033616617,96260803646,10835166530163086,29999914,16632778
13691387,0x00192Fb10dF37c9FB26829eb2CC623cd1BF599E8,120360,1637951704,35270159598015503453531,85574303277,10840322217292276,29970647,29956234
13691386,0x2A20380DcA5bC24D052acfbf79ba23e988ad0050,4711,1637951687,35270148757693286161255,96621661529,10840184778338804,29941409,1277151
13691385,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,103120,1637951676,35270137917508507822451,87739459475,10840047339385332,29970676,27121524
13691384,0x829BD824B016326A401d083B33D092293333A830,16017,1637951672,35270127077461168437119,97690393409,10834619558850391,29941438,2771146
13691383,0x829BD824B016326A401d083B33D092293333A830,21790,1637951668,35270116242841609586728,106038306220,10829194427305462,29970705,5547524
13691382,0x3EcEf08D0e2DaD803847E052249bb4F8bFf2D5bB,128587,1637951643,35270105413647182281266,97362129910,10834347196944247,30000000,25693492
13691381,0x1aD91ee08f21bE3dE0BA2ba6918E714dA6B45836,23564,1637951637,35270094579299985337019,106045284053,10828922198323625,29999915,5174197
13691380,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,68313,1637951631,35270083750377787013394,106637072317,10823499847335322,29970648,14320029
13691379,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,155018,1637951606,35270072926877939678072,94790100799,10828649835059124,29941410,29939147
13691378,0x829BD824B016326A401d083B33D092293333A830,17217,1637951603,35270062098228104618948,104178448511,10823227616995791,29912200,4173596
13691377,0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8,50094,1637951590,35270051275000487623157,107792673038,10823090178042319,29941381,10955023
